1;даа;да;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#557.742#558.682
2;гмм;гм;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#559.15#559.73
3;мм;мм;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#560.54#560.99
4;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#561.49#561.87
5;тоже;тоже;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#561.87#562.25
6;такое;такой;DET;_;Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#562.25#562.63
7;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#562.64#562.993
8;что;что;PRON;_;_;_;_;_;@ko1985f-words#@ko1985f#562.993#563.346
9;удивляет;удивлять;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#563.346#563.7
10;подписчиков;подписчик;NOUN;_;Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#563.715#564.42
11;очень;очень;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#564.42#564.85
12;сильно;сильно;ADV;_;Degree=Pos;_;_;_;@ko1985f-words#@ko1985f#564.85#565.28
13;что;что;SCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#565.91#566.31
14;ээ;ээ;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#566.32#566.77
15;наш;наш;PRON;_;Case=Acc|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#566.77#567.08
16;контент;контент;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#567.08#567.39
17;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#567.39#567.853
18;часто;часто;ADV;_;Degree=Pos;_;_;_;@ko1985f-words#@ko1985f#567.853#568.316
19;восемнадцать;восемнадцать;NUM;_;Case=Nom;_;_;_;@ko1985f-words#@ko1985f#568.316#568.779
20;плюс;плюс;ADJ;_;_;_;_;_;@ko1985f-words#@ko1985f#568.779#569.245
21;там;там;ADV;_;Degree=Pos;_;_;_;@ko1985f-words#@ko1985f#569.245#569.592
22;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#569.592#569.94
23;секс;секс;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#569.94#570.423
24;наркотики;наркотик;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#570.423#570.906
25;насилие;насилие;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#570.906#571.39
26;ии;и;SCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#571.39#571.98
27;мат;мат;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#571.98#572.57
28;ээ;э;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#572.57#573.787
29;до;до;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#573.787#574.397
30;э;э;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#574.397#574.851
31;развода;развод;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#574.851#575.305
32;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@ko1985f-words#@ko1985f#575.305#575.759
33;озвучивали;озвучивать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#575.759#576.213
34;дома;дома;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#576.213#576.667
35;и;и;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#576.667#576.989
36;Тёма;Тём;PROPN;_;Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#576.989#577.312
37;ну;ну;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#577.312#577.553
38;получается;получаться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@ko1985f-words#@ko1985f#577.553#577.794
39;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#577.794#578.035
40;до;до;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#578.035#578.276
41;его;его;PRON;_;Case=Gen|Gender=Masc|Number=Plur|Person=3;_;_;_;@ko1985f-words#@ko1985f#578.276#578.517
42;трёх;три;NUM;_;Case=Gen;_;_;_;@ko1985f-words#@ko1985f#578.517#578.758
43;лет;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#578.758#579.0
44;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#579.0#579.271
45;дома;дома;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#579.271#579.542
46;в;в;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#579.542#579.813
47;принципе;принцип;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#579.813#580.084
48;слышал;слышать;VERB;_;Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#580.084#580.355
49;как;как;SCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#580.355#580.626
50;из;из;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#580.626#580.897
51;соседней;соседний;ADJ;_;Case=Gen|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#580.897#581.168
52;комнаты;комната;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#581.168#581.439
53;кто-нибудь;кто-нибудь;PRON;_;Case=Nom;_;_;_;@ko1985f-words#@ko1985f#581.439#581.71
54;орёт;орать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#581.71#581.99
55;или;или;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#581.99#582.495
56;матерится;материться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@ko1985f-words#@ko1985f#582.495#583.0
57;но;но;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#583.38#583.72
58;при;при;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#583.72#584.06
59;этом;это;PRON;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#584.06#584.4
60;э;э;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#584.4#585.33
61;в;в;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#585.33#585.552
62;обычной;обычный;ADJ;_;Case=Loc|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#585.552#585.774
63;жизни;жизнь;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#585.774#585.996
64;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@ko1985f-words#@ko1985f#585.996#586.218
65;друг;друг;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#586.218#586.44
66;с;с;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#586.44#586.662
67;другом;друг;NOUN;_;Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#586.662#586.89
68;и;и;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#586.89#587.037
69;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#587.037#587.184
70;с;с;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#587.184#587.331
71;ни;ни;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#587.331#587.48
72;ну;ну;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#587.48#587.764
73;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#587.764#588.048
74;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#588.048#588.332
75;не;не;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#588.332#588.616
76;разговаривали;разговаривать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#588.616#588.9
77;матом;мат;NOUN;_;Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#588.9#589.185
78;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#589.185#589.7
79;с;с;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#589.7#590.02
80;ним;он;PRON;_;Case=Ins|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#590.02#590.34
81;не;не;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#590.34#590.773
82;разговариваю;разговаривать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#590.773#591.206
83;матом;мат;NOUN;_;Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#591.206#591.64
84;мои;мой;DET;_;Case=Nom|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#591.645#591.901
85;друзья;друг;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@ko1985f-words#@ko1985f#591.901#592.157
86;при;при;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#592.157#592.413
87;нём;он;PRON;_;Case=Loc|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#592.413#592.669
88;тоже;тоже;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#592.669#592.925
89;по-моему;по-моему;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#592.925#593.181
90;не;не;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#593.181#593.437
91;матерятся;материться;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Mid;_;_;_;@ko1985f-words#@ko1985f#593.437#593.7
92;и;и;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#593.7#594.25
93;ээ;ээ;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#594.25#594.8
94;в;в;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#594.8#595.445
95;итоге;итог;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#595.445#596.09
96;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#596.09#596.46
97;не;не;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#596.46#596.83
98;матерится;материться;VERB;_;Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Mid;_;_;_;@ko1985f-words#@ko1985f#596.83#597.2
99;и;и;PART;_;_;_;_;_;@ko1985f-words#@ko1985f#597.2#597.666
100;сейчас;сейчас;ADV;_;Degree=Pos;_;_;_;@ko1985f-words#@ko1985f#597.666#598.132
101;г;г;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#598.132#598.6
102;если;если;SCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#598.6#598.858
103;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#598.858#599.116
104;например;например;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#599.116#599.374
105;разговариваю;разговаривать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#599.374#599.632
106;с;с;ADP;_;_;_;_;_;@ko1985f-words#@ko1985f#599.632#599.89
107;подругой;подруга;NOUN;_;Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#599.89#600.148
108;говорю;говорить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#600.148#600.41
109;да;да;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#600.41#600.658
110;там;там;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#600.658#600.906
111;жопа;жопа;ADJ;_;Animacy=Inanim|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#600.906#601.154
112;какая-то;какой-то;DET;_;Case=Nom|Gender=Fem|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#601.154#601.405
113;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#601.405#601.567
114;там;там;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#601.567#601.73
115;мамаа;мама;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#601.73#602.395
116;типа;тип;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#602.395#602.793
117;что;что;SCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#602.793#603.191
118;слово;слово;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#603.191#603.589
119;жопа;жопа;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#603.589#603.99
120;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#603.99#604.326
121;ту;ту;X;_;Foreign=Yes;_;_;_;@ko1985f-words#@ko1985f#604.326#604.662
122;мач;мач;X;_;Foreign=Yes;_;_;_;@ko1985f-words#@ko1985f#604.662#605.0
123;ээ;ээ;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#605.0#605.86
124;#смеётся#;#смеётся#;X;_;_;_;_;_;@ko1985f-words#@ko1985f#605.86#606.33
125;но;но;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#606.33#607.02
126;эм;эм;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#607.02#608.41
127;год;год;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#608.41#608.807
128;назад;назад;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#608.807#609.204
129;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@ko1985f-words#@ko1985f#609.204#609.601
130;озвучивали;озвучивать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#609.601#609.998
131;сериал;сериал;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#609.998#610.395
132;Видоизменённый;Видоизменённый;ADJ;_;Case=Acc|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#610.395#610.792
133;углерод;углерод;PROPN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#610.792#611.19
134;э;э;INTJ;_;_;_;_;_;@ko1985f-words#@ko1985f#611.19#612.15
135;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@ko1985f-words#@ko1985f#612.15#612.6
136;жёсткий;жёсткий;ADJ;_;Case=Nom|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#612.6#613.05
137;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#613.05#613.635
138;ии;и;SCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#613.635#614.22
139;мне;я;PRON;_;Case=Dat|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#614.22#614.507
140;так;так;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#614.507#614.794
141;сильно;сильно;ADV;_;Degree=Pos;_;_;_;@ko1985f-words#@ko1985f#614.794#615.081
142;понравилась;понравиться;VERB;_;Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid;_;_;_;@ko1985f-words#@ko1985f#615.081#615.368
143;первая;первый;ADJ;_;Case=Nom|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#615.368#615.655
144;серия;серия;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#615.655#615.945
145;что;что;SCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#615.945#616.201
146;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#616.201#616.457
147;пришла;прийти;VERB;_;Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#616.457#616.715
148;домой;домой;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#616.72#617.55
149;и;и;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#617.55#617.97
150;включила;включить;VERB;_;Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#617.97#618.23
151;её;она;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#618.23#618.49
152;и;и;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#618.49#618.75
153;начала;начать;VERB;_;Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#618.75#619.01
154;смотреть;смотреть;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#619.01#619.27
155;и;и;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#619.27#619.742
156;тут;тут;ADV;_;Degree=Pos;_;_;_;@ko1985f-words#@ko1985f#619.742#620.214
157;пришёл;прийти;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#620.214#620.686
158;Тёма;Тём;PROPN;_;Animacy=Anim|Case=Voc|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#620.686#621.16
159;и;и;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#621.16#621.41
160;увидел;видеть;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#621.41#621.66
161;что;что;SCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#621.66#621.91
162;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#621.91#622.16
163;его;он;PRON;_;Case=Acc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#622.16#622.41
164;смотрю;смотреть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#622.41#622.66
165;и;и;CCONJ;_;_;_;_;_;@ko1985f-words#@ko1985f#622.66#623.02
166;типа;тип;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@ko1985f-words#@ko1985f#623.02#623.38
167;давай;давать;VERB;_;Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#623.38#623.74
168;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@ko1985f-words#@ko1985f#623.745#623.917
169;тоже;тоже;ADV;_;_;_;_;_;@ko1985f-words#@ko1985f#623.917#624.089
170;хочу;хотеть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ko1985f-words#@ko1985f#624.089#624.261
